Age,Gender,Marital_Status,Dependents,Education,Self_Employed,Work_Experience_Years,ApplicantIncome,CoapplicantIncome,Salary_Payment_Mode,Existing_EMI,Residential_Assets,Area,Loan_Purpose,LoanAmount,Loan_Amount_Term,Hidden_CIBIL,Approved_Bank,Officer_Approved,Fraud_Label,Eligible_Loan_Amount
62,0,0,2,1,0,37,55162,0,2,12320,2,1,1,2006480,18,774.59,0,1,0,1708910.0
61,1,0,1,2,0,35,80840,50098,0,15238,1,2,0,2088054,36,764.34,0,1,1,2088054.0
40,1,1,2,1,0,19,42308,31777,2,3507,2,1,0,1008761,18,755.18,0,1,0,1008761.0
60,0,1,0,0,1,39,50064,0,0,14426,1,0,3,118270,24,751.82,0,1,0,118270.0
63,0,1,0,1,0,43,60114,36361,2,1217,0,1,0,861635,60,785.57,0,1,0,861635.0
56,1,0,0,1,0,31,45348,17362,0,1134,0,2,2,454766,84,781.36,0,1,0,454766.0
62,1,1,0,1,0,29,47703,0,2,12701,1,2,5,1908120,48,759.26,0,1,0,1059957.0
60,0,1,0,2,0,27,62168,0,1,5816,2,0,1,549768,48,753.3,0,1,0,549768.0
50,0,0,0,1,0,32,54535,8034,2,6008,0,1,5,1981400,36,761.16,0,1,0,1692437.0
46,0,0,1,1,0,25,53195,0,2,14379,1,1,0,684551,48,757.9,0,1,0,684551.0
56,1,1,1,2,0,34,69581,59910,2,2527,1,1,1,689541,18,764.08,0,1,0,689541.0
55,1,1,0,1,0,33,56068,0,2,10012,1,1,4,1792927,84,776.35,0,1,0,1121372.0
51,1,1,1,1,1,27,50441,59747,2,16535,2,0,3,1953631,72,757.53,0,1,0,574915.0
57,1,0,3,2,0,37,68023,0,2,11557,1,0,0,64602,84,751.48,0,1,0,64602.0
60,0,1,1,1,0,38,61061,24921,2,10974,1,2,4,388890,72,756.65,0,1,0,388890.0
63,0,0,0,2,0,35,48440,0,0,585,1,1,4,878567,18,761.84,0,1,1,878567.0
62,0,1,1,1,0,40,47363,0,2,6280,0,0,0,1894520,84,750.77,0,1,0,1130185.0
39,1,0,2,2,0,18,61887,0,2,2178,1,0,0,1893674,84,772.41,0,1,0,1893674.0
54,1,0,0,1,0,35,63274,0,2,4073,1,2,5,535011,48,750.45,0,1,0,535011.0
53,0,1,0,1,0,35,67214,0,2,16308,2,1,3,2068687,72,750.55,0,1,0,1178314.0
60,0,1,1,2,0,40,64388,49481,2,2514,2,1,1,1174378,12,810.21,0,1,0,1174378.0
60,0,1,2,1,0,26,58849,54471,2,4309,1,1,1,1157302,72,754.65,0,1,0,1157302.0
61,1,0,0,2,0,31,61009,0,2,1810,1,2,1,2240360,24,786.6,0,1,0,2091875.0
59,1,1,1,2,1,34,70699,0,2,12486,0,1,3,1117719,36,791.82,0,1,0,1117719.0
62,0,0,1,1,1,43,46804,19747,2,12930,0,0,1,1269678,12,784.12,0,1,0,1269678.0
49,1,1,0,2,0,28,66210,0,2,16634,0,0,1,181922,36,757.58,0,1,0,181922.0
49,0,1,0,1,0,28,54412,0,2,13699,1,2,1,1802165,36,758.43,0,1,0,1411256.0
61,1,1,0,1,0,36,55291,12534,2,5970,0,2,1,713479,36,778.44,0,1,0,713479.0
63,0,1,1,1,0,44,57588,29347,1,408,0,2,2,384535,48,750.65,0,1,0,384535.0
59,0,1,0,1,0,32,53722,0,1,7668,1,0,3,2148880,48,752.77,0,1,0,1512206.0
60,0,1,1,1,0,35,55865,57368,2,5025,0,1,2,180986,36,778.11,0,1,0,180986.0
64,1,1,0,1,0,45,72623,0,1,13601,1,0,1,488241,18,821.55,0,1,0,488241.0
63,0,0,1,1,0,34,62468,0,1,9588,0,2,2,2049120,84,771.51,0,1,0,1380988.0
64,0,0,0,2,0,45,65746,0,1,16025,1,1,2,408910,48,770.5,0,1,0,408910.0
64,0,1,1,1,1,44,67929,14212,1,10148,1,2,0,1412182,36,760.85,0,1,0,1412182.0
49,1,1,1,1,0,25,50178,44901,0,7588,2,2,3,2007120,12,765.33,0,1,1,1665174.0
50,1,1,2,1,0,29,54302,0,2,6875,1,1,3,1072029,12,771.2,0,1,0,1072029.0
59,1,0,1,0,0,34,49925,0,0,4929,2,1,1,563733,72,760.36,0,1,1,563733.0
50,0,1,0,2,0,28,68346,0,2,17580,0,2,2,446135,12,775.28,0,1,0,446135.0
55,1,0,0,1,0,35,65840,46563,0,14152,1,1,1,1800489,12,767.64,0,1,1,1800489.0
62,1,1,0,0,1,37,51407,13686,2,4672,1,2,3,1427872,36,794.19,0,1,0,1427872.0
59,0,1,0,2,0,30,65823,42475,2,18705,1,1,1,1138341,84,810.01,0,1,0,732585.0
54,0,1,1,2,0,31,56690,0,2,11183,0,0,5,414761,36,758.69,0,1,0,414761.0
43,1,1,1,2,1,26,77159,0,2,3538,1,0,3,2288227,36,761.84,0,1,0,2288227.0
51,1,1,0,1,0,30,63731,0,0,9218,1,0,1,123688,72,774.85,0,1,0,123688.0
54,1,0,0,1,0,31,59531,0,2,9162,2,1,3,2060589,24,752.08,0,1,0,1863697.0
58,1,0,1,2,1,28,52867,0,2,14448,1,1,1,951085,72,754.05,0,1,0,810089.0
55,1,1,0,2,0,34,65340,43247,2,5874,0,1,4,60003,12,850.0,0,1,0,60003.0
55,1,1,1,0,0,29,58463,23557,2,5822,0,1,1,1044637,12,753.07,0,1,0,1044637.0
57,1,1,1,1,1,29,58082,0,2,5228,1,1,2,317628,24,768.3,0,1,0,317628.0
62,1,1,2,1,0,44,52318,0,0,7951,1,0,0,1194285,84,786.64,0,1,1,1163246.0
52,0,0,1,1,0,27,60169,0,2,16097,1,1,3,2406760,84,763.89,0,1,0,753767.0
50,0,1,1,2,1,21,88591,24173,2,2845,1,0,3,1601109,48,777.08,0,1,0,1601109.0
54,0,1,1,0,0,28,67450,0,2,18497,0,0,2,1151124,72,775.32,0,1,0,1028966.0
41,1,1,2,1,0,22,69336,9266,2,18411,2,1,1,1805174,84,759.23,0,1,0,880236.0
52,0,1,1,1,1,32,52526,0,2,2151,2,0,4,2101040,12,794.49,0,1,0,1812598.0
63,0,1,1,2,0,32,64021,0,2,19067,1,0,1,2375903,72,798.09,0,1,0,867911.0
62,1,1,0,1,0,29,49934,51692,2,2397,0,1,2,1921518,48,755.32,0,1,0,1632634.0
64,1,1,0,1,1,41,66773,0,2,10339,0,2,0,1645884,36,779.73,0,1,0,1645884.0
63,0,1,0,0,0,39,46909,0,2,8938,1,2,3,1876360,72,752.44,0,1,0,998279.0
64,1,1,0,1,0,31,57403,0,2,19150,1,1,2,2296120,12,771.94,0,1,0,1779305.0
64,1,1,0,1,0,23,62939,0,2,18767,1,0,4,2180754,72,772.66,0,1,0,851641.0
62,1,0,0,2,1,40,76920,0,2,5468,2,1,0,588449,18,753.92,0,1,0,588449.0
49,1,1,3,1,0,21,61805,0,2,18808,0,2,2,881973,18,771.52,0,1,0,881973.0
62,1,0,1,1,0,42,50388,46159,1,7710,1,0,3,150775,18,787.73,0,1,0,150775.0
61,1,1,1,2,0,39,55443,0,2,5918,1,1,3,1849581,36,770.31,0,1,0,1727457.0
51,1,0,2,0,0,29,50878,9681,2,6755,0,0,1,2035120,72,771.34,0,1,0,1294370.0
55,0,1,1,1,0,36,53345,0,1,8347,1,0,1,962489,12,797.31,0,1,0,962489.0
64,1,0,2,1,0,38,62793,0,2,10638,1,0,3,1386059,18,796.09,0,1,0,1386059.0
64,1,1,0,2,0,45,55272,0,1,7434,1,2,2,1758772,84,780.5,0,1,0,1310064.0
64,1,1,0,1,0,44,53432,0,1,8258,0,1,4,1269369,24,751.69,0,1,0,1269369.0
48,0,0,0,1,0,24,68093,0,2,749,0,0,3,440446,84,764.61,0,1,0,440446.0
63,0,1,1,1,0,44,65535,56959,2,11537,1,2,3,732315,84,769.32,0,1,0,732315.0
60,1,1,1,1,0,35,59300,0,2,10717,0,1,4,854342,18,751.09,0,1,0,854342.0
58,1,0,2,1,0,36,58988,28095,1,6702,2,1,1,1641976,48,772.34,0,1,0,1641976.0
52,0,1,2,1,0,31,58108,33875,1,10850,0,0,0,1038306,36,771.86,0,1,0,1038306.0
60,0,0,0,1,0,37,64984,11297,2,3311,0,0,1,2395869,18,844.28,0,1,0,2214842.0
56,0,1,2,1,1,25,56662,0,2,33,1,2,4,1614728,48,757.31,0,1,0,1614728.0
64,1,1,0,1,0,40,56986,41101,0,8067,0,0,1,361276,24,764.95,0,1,0,361276.0
60,1,1,0,2,1,19,67066,0,2,4488,2,1,0,567356,48,804.46,0,1,0,567356.0
59,0,1,1,1,0,34,58554,0,2,17863,1,0,1,812073,84,787.37,0,1,0,548898.0
57,0,0,0,1,0,36,69438,59600,2,15425,1,1,3,842686,12,776.66,0,1,0,842686.0
61,1,0,0,1,0,42,66253,0,2,3611,0,0,2,1670554,84,776.44,0,1,0,1670554.0
50,0,0,0,0,0,29,41611,43668,1,1447,2,1,1,1664440,72,755.28,0,1,0,1352201.0
50,0,1,0,2,0,29,67519,0,2,11323,0,1,3,84159,72,760.93,0,1,0,84159.0
52,1,1,1,0,0,31,44858,53789,2,13124,2,1,2,507878,24,771.3,0,1,0,507878.0
54,1,0,0,0,1,33,40262,0,1,6589,1,1,0,1386719,12,756.87,0,1,0,1330102.0
64,0,1,1,2,0,29,77398,0,2,12166,0,2,2,783108,36,755.74,0,1,0,783108.0
39,0,1,1,2,1,18,63157,0,2,8530,2,2,4,2326280,84,758.6,0,1,0,1493975.0
62,1,1,0,2,0,28,62405,0,2,17423,2,1,3,565960,12,757.59,0,1,0,565960.0
32,1,0,1,2,0,11,63915,0,1,16590,0,0,2,474170,48,751.94,0,1,0,474170.0
54,0,0,2,1,1,27,65470,47526,2,6534,1,1,1,393162,12,766.47,0,1,0,393162.0
36,1,1,1,0,0,17,42231,14905,2,8701,2,2,0,1489240,72,769.67,0,1,0,851613.0
61,0,1,0,1,0,26,56460,25571,2,8837,1,1,0,1382813,84,759.79,0,1,0,1233792.0
56,1,0,1,0,0,33,52752,0,2,6353,0,0,4,2071784,18,750.71,0,1,0,1731966.0
61,1,1,0,1,0,29,57251,0,2,18536,1,0,4,1042304,72,770.02,0,1,0,669193.0
43,0,1,0,1,0,24,48075,0,1,930,0,2,2,1791033,84,762.39,0,1,0,1604505.0
58,0,1,0,0,1,34,58127,41134,2,7766,0,2,2,1845809,48,759.72,0,1,0,1661677.0
54,0,0,1,1,0,27,48297,0,2,15328,1,2,1,1931880,48,756.35,0,1,0,954651.0
58,1,0,0,1,0,35,63119,0,2,6828,0,0,2,810411,72,752.31,0,1,0,810411.0
63,0,1,0,1,0,37,63485,31779,1,19880,0,0,2,425590,72,760.87,0,1,0,425590.0
60,1,1,1,1,1,41,67064,39263,2,11016,1,0,2,330786,18,789.07,0,1,0,330786.0
43,1,1,3,2,1,24,60472,0,2,1382,0,2,3,205312,72,767.2,0,1,0,205312.0
57,1,0,0,1,0,37,61833,0,0,18824,0,1,3,1418626,12,764.66,0,1,1,1418626.0
61,0,1,1,2,0,25,79745,53470,2,21605,1,0,3,2116858,48,758.98,0,1,0,1754035.0
60,1,0,1,2,0,35,52743,0,2,7905,0,1,3,1357450,24,778.65,0,1,0,1357450.0
60,0,1,0,2,0,40,67298,0,1,5813,0,2,3,1988847,12,768.65,0,1,0,1988847.0
64,1,1,1,2,0,29,71734,0,2,9372,2,0,1,1512769,36,761.42,0,1,0,1512769.0
62,0,1,2,0,0,38,56306,0,1,17706,1,0,5,1949160,18,757.28,0,1,0,1652002.0
57,1,1,2,2,0,29,60732,0,0,20755,0,0,2,1613214,48,768.35,0,1,1,1129380.0
56,0,1,1,1,0,22,63676,33824,2,15908,1,2,3,1252023,84,807.23,0,1,0,892388.0
55,0,1,0,2,0,29,61577,12791,2,15034,1,0,3,1891349,18,771.63,0,1,0,1884583.0
52,1,1,3,1,0,33,55713,0,2,14217,2,1,3,2141559,84,754.31,0,1,0,755727.0
59,1,1,2,0,1,39,49639,0,1,4882,0,1,1,1985560,48,754.27,0,1,0,1503029.0
49,1,0,1,1,0,18,54078,0,2,9009,2,2,2,243242,72,757.88,0,1,0,243242.0
58,1,1,2,2,0,30,78366,0,0,22906,1,1,0,1293960,84,760.51,0,1,1,818706.0
26,0,0,0,1,0,6,67932,0,2,19580,0,0,2,599806,18,750.37,0,1,0,599806.0
59,1,0,0,2,0,35,69978,0,2,5111,1,1,2,1176275,24,752.31,0,1,0,1176275.0
64,0,1,0,1,0,32,53328,41273,2,2110,0,2,2,397259,48,751.17,0,1,0,397259.0
64,0,0,1,1,1,44,55265,0,1,4619,1,1,3,2210600,24,766.43,0,1,0,1823419.0
60,1,0,0,1,0,26,68034,0,2,17785,0,0,1,391010,18,756.96,0,1,0,391010.0
60,1,1,1,1,1,39,65644,0,2,9872,2,0,0,1915945,36,755.61,0,1,0,1915945.0
63,1,1,0,2,1,33,72047,0,0,25153,2,0,5,1882953,18,782.29,0,1,1,1882953.0
62,1,1,1,1,0,27,52213,0,2,9797,1,1,1,1733400,48,754.98,0,1,0,1357199.0
58,1,0,0,1,1,36,56282,0,2,6280,0,1,4,1313145,18,791.26,0,1,0,1313145.0
62,1,1,1,0,1,40,41338,0,2,14011,1,0,0,1399814,12,753.28,0,1,0,1278698.0
64,0,0,2,1,1,31,53494,0,2,8793,0,0,2,142550,84,773.06,0,1,0,142550.0
63,0,1,0,1,0,26,61368,0,1,3002,1,0,1,857229,84,754.6,0,1,0,857229.0
46,0,1,0,2,0,25,62077,0,2,7953,1,2,5,845564,12,750.54,0,1,0,845564.0
55,1,1,1,2,0,35,56521,0,2,13892,1,0,5,1461397,48,757.49,0,1,0,1311419.0
61,0,1,1,1,0,30,48944,0,2,9053,1,2,5,1757760,12,805.56,0,1,0,1604404.0
58,0,1,2,0,0,38,54661,26746,2,5262,0,0,0,1664407,72,765.87,0,1,0,1534271.0
64,1,1,0,1,0,41,56259,37355,2,4405,0,1,1,2016404,72,805.41,0,1,0,1651905.0
44,1,1,2,2,1,25,60387,49795,0,14807,1,2,3,2173789,18,755.8,0,1,1,1847019.0
64,1,0,0,2,0,37,63251,0,2,9082,1,2,1,85697,18,765.03,0,1,0,85697.0
64,1,1,1,1,0,42,60065,0,2,20915,1,1,4,1781084,18,758.0,0,1,0,1725805.0
64,1,0,1,2,0,25,74824,0,2,18104,1,1,3,1812645,48,765.47,0,1,0,1749848.0
59,1,1,2,2,0,38,64810,0,2,10032,0,1,1,2485323,60,808.53,0,1,0,1666430.0
63,0,1,0,1,0,41,60200,0,2,15696,0,2,0,2132466,48,765.81,0,1,0,1353592.0
59,1,0,1,1,0,40,62544,25476,1,11694,1,1,0,2292814,48,753.85,0,1,0,1627728.0
49,1,1,0,2,0,32,78332,24418,2,24912,0,1,2,989671,18,754.06,0,1,0,989671.0
49,1,1,1,1,1,15,63652,0,2,18328,0,0,3,600533,36,759.01,0,1,0,600533.0
51,1,1,1,2,0,27,68030,8676,2,3179,1,1,5,959082,36,756.48,0,1,0,959082.0
47,0,1,0,1,1,27,58322,0,2,10126,1,0,3,1360510,72,797.34,0,1,0,1312198.0
64,1,0,1,1,0,37,60290,0,2,713,1,2,1,614265,48,753.25,0,1,0,614265.0
55,1,0,3,2,0,34,67393,0,2,9007,1,1,1,1507083,18,750.72,0,1,0,1507083.0
55,1,1,1,1,0,24,61558,0,2,5788,1,0,3,1393442,72,786.36,0,1,0,1393442.0
62,1,1,0,2,1,37,76146,22476,2,9347,1,0,1,426516,60,784.7,0,1,0,426516.0
49,0,0,0,2,0,31,73460,0,2,3694,1,1,1,2375474,48,757.04,0,1,0,2375474.0
61,0,1,1,1,0,25,59909,0,1,6279,1,2,0,1614835,24,752.71,0,1,0,1614835.0
51,0,0,0,1,0,28,61788,0,2,10185,0,2,1,2035304,60,759.45,0,1,0,1551480.0
55,0,1,1,2,0,25,75572,21795,2,1239,0,2,0,1929570,48,764.13,0,1,0,1929570.0
44,1,1,0,1,1,25,43548,9826,2,7410,1,1,2,1741920,12,771.14,0,1,0,1435260.0
63,1,0,3,1,0,44,54002,42095,2,10531,1,2,3,346727,48,768.95,0,1,0,346727.0
54,1,0,0,1,0,21,60753,44320,2,10685,0,0,4,403644,60,768.03,0,1,0,403644.0
59,0,1,0,1,0,32,69137,0,2,6862,0,1,3,590629,24,764.8,0,1,0,590629.0
56,1,1,2,2,0,33,57387,0,2,16109,0,2,1,1207415,72,781.78,0,1,0,848697.0
57,1,0,1,1,0,40,58211,0,2,10736,1,2,1,1290031,72,783.57,0,1,0,1264393.0
60,1,1,0,1,0,27,62758,15548,2,9852,1,0,4,1151080,84,756.47,0,1,0,1151080.0
63,0,0,1,0,0,44,65097,0,0,12649,1,2,2,2192530,84,762.05,0,1,1,1215879.0
57,1,0,1,1,1,38,56916,0,2,6960,1,1,3,1359060,84,784.36,0,1,0,1359060.0
53,0,0,1,2,0,30,60743,31124,2,4148,1,1,3,1831733,84,755.37,0,1,0,1777573.0
63,0,0,1,1,0,43,67292,0,2,15205,1,0,3,2122016,48,756.52,0,1,0,1625380.0
59,0,1,0,2,0,34,70585,0,2,12993,0,1,3,1854803,18,816.49,0,1,0,1854803.0
40,0,1,0,2,1,21,67574,0,2,7918,2,2,0,134670,48,754.03,0,1,0,134670.0
61,0,0,0,1,0,41,61987,0,2,13076,1,2,3,1289632,12,781.64,0,1,0,1289632.0
59,0,0,2,1,1,25,48937,22006,2,2437,1,1,4,467918,60,755.34,0,1,0,467918.0
43,0,1,1,1,0,23,53997,35501,1,4797,1,1,1,468887,24,817.05,0,1,0,468887.0
52,0,0,1,2,0,31,66143,0,2,4136,1,0,2,1261717,12,766.31,0,1,0,1261717.0
60,1,1,3,1,0,40,68638,0,2,6402,1,1,4,552901,12,777.97,0,1,0,552901.0
56,1,0,1,1,1,32,53465,0,1,11986,0,0,4,862310,60,759.97,0,1,0,862310.0
59,1,1,1,1,1,35,58628,0,2,4210,0,0,0,1214430,24,785.61,0,1,0,1214430.0
54,1,1,1,1,1,34,61061,0,0,11729,2,2,2,2242440,12,767.45,0,1,1,1996387.0
64,1,1,0,2,0,30,54210,0,0,12709,1,1,1,702539,36,753.4,0,1,1,702539.0
63,0,1,2,1,0,43,64144,38288,1,17449,2,0,0,2250767,84,757.89,0,1,0,779324.0
52,0,1,0,0,0,32,52147,0,1,11274,1,0,4,483916,48,766.48,0,1,0,483916.0
53,1,0,2,0,1,30,43622,0,2,6844,1,0,3,1071110,48,774.98,0,1,0,1071110.0
45,0,1,0,1,0,24,58052,58335,2,12811,1,0,3,2322080,48,755.69,0,1,0,1416892.0
62,0,1,0,1,0,41,67050,9767,2,5121,0,1,1,2129429,18,769.94,0,1,0,2129429.0
48,0,0,0,1,0,24,61780,29242,2,4710,2,1,4,1654020,48,794.72,0,1,0,1654020.0
59,0,0,3,1,0,39,53860,45051,2,15935,2,0,1,2154400,12,751.54,0,1,0,1693880.0
61,1,1,0,1,0,38,54731,42935,0,6760,2,2,2,1889361,24,767.7,0,1,1,1753345.0
62,1,1,2,1,0,44,57501,30829,0,11851,1,2,3,153902,48,752.08,0,1,0,153902.0
53,0,1,1,2,0,27,63327,0,2,13822,1,0,0,805708,84,757.44,0,1,0,805708.0
60,1,1,0,1,0,33,74503,54112,2,19415,2,0,1,1412082,36,753.68,0,1,0,1412082.0
59,0,1,0,1,0,39,69451,54799,2,5382,0,2,1,1579325,18,795.39,0,1,0,1579325.0
49,0,1,1,1,0,32,66773,0,2,434,1,1,4,2038187,24,786.98,0,1,0,2038187.0
60,1,0,0,1,0,32,67264,49263,1,9292,2,1,3,207911,36,761.92,0,1,0,207911.0
64,1,1,0,1,1,41,57406,0,2,19843,0,1,0,508348,60,750.46,0,1,0,508348.0
53,0,1,3,0,0,33,54244,24231,2,9028,0,2,3,208290,60,763.88,0,1,0,208290.0
64,1,1,0,0,0,38,52764,0,2,18190,0,0,3,2110560,84,773.42,0,1,0,318780.0
56,0,1,0,1,0,33,68564,0,2,13067,2,2,2,1880250,18,762.65,0,1,0,1880250.0
34,0,0,1,1,0,8,64977,50010,1,19536,1,1,2,234452,48,754.33,0,1,0,234452.0
62,0,0,1,1,0,37,48779,0,2,5695,1,2,3,495249,72,810.22,0,1,0,495249.0
60,0,1,0,1,0,37,55983,15035,1,8798,0,0,1,1568294,48,751.68,0,1,0,1537101.0
55,0,1,1,2,1,24,63395,0,2,15891,0,2,4,695635,12,769.01,0,1,0,695635.0
63,1,1,0,1,0,46,58131,0,2,4059,0,1,3,149379,84,781.4,0,1,0,149379.0
50,0,1,1,1,0,28,49585,0,2,3461,1,1,2,1312983,18,755.28,0,1,0,1312983.0
57,0,1,2,1,1,27,56699,8507,2,2996,1,2,4,655991,84,759.29,0,1,0,655991.0
48,0,1,0,2,0,28,62212,0,2,18238,2,0,1,1325619,12,750.95,0,1,0,1325619.0
63,1,0,1,1,0,19,55499,0,2,3220,2,0,1,1462089,18,770.33,0,1,0,1462089.0
61,1,1,0,0,0,40,44214,0,2,15419,1,1,3,1416118,36,751.24,0,1,0,992406.0
60,0,1,0,1,0,25,60694,55872,2,10650,1,1,1,326524,72,756.2,0,1,0,326524.0
57,0,1,0,2,0,36,54070,0,2,6518,0,1,0,298652,18,830.67,0,1,0,298652.0
53,1,0,1,2,0,33,58706,8976,2,18130,0,2,1,1002651,84,766.97,0,1,0,531790.0
59,1,0,0,1,0,38,52351,0,2,4940,0,0,1,682017,60,769.35,0,1,0,682017.0
32,1,0,0,2,1,10,49650,0,2,16555,1,2,2,445662,60,774.07,0,1,0,445662.0
46,1,1,1,1,0,26,50011,35380,1,9836,1,1,3,2000440,18,752.31,0,1,0,1573337.0
53,1,0,2,1,0,33,51025,0,2,5213,0,1,2,1678957,36,778.27,0,1,0,1598207.0
48,1,0,1,1,0,31,64886,33988,2,11228,0,1,3,2395440,60,763.35,0,1,0,1597330.0
50,0,0,0,2,1,28,72761,0,2,19709,0,1,2,1607327,12,760.16,0,1,0,1607327.0
52,1,1,1,2,1,24,59657,0,2,15164,0,0,1,744673,18,770.11,0,1,0,744673.0
62,0,1,0,2,0,43,64135,0,2,20031,1,2,3,1078340,72,826.23,0,1,0,802493.0
46,0,1,0,2,1,25,71940,28782,2,19417,0,0,3,1109899,48,768.21,0,1,0,1109899.0
52,0,0,0,1,1,27,64754,0,2,3619,0,0,0,1086064,36,754.42,0,1,0,1086064.0
58,0,1,1,2,0,39,74441,0,2,12456,0,2,0,1672413,18,777.48,0,1,0,1672413.0
50,1,0,0,2,0,4,50733,39627,2,13547,0,0,0,1760432,72,779.76,0,1,0,800271.0
40,0,0,1,1,0,20,61911,0,2,16695,1,2,0,1629008,72,755.66,0,1,0,964845.0
58,1,0,1,1,1,38,67995,0,2,294,1,1,3,455347,60,780.47,0,1,0,455347.0
63,0,0,0,2,0,38,64481,18673,2,8894,0,2,0,2264690,18,774.96,0,1,0,2096743.0
59,1,1,1,1,0,25,56657,11409,1,17266,2,0,3,201618,84,761.13,0,1,0,201618.0
62,1,0,0,1,1,38,56776,28324,2,15949,1,1,0,1281377,24,753.52,0,1,0,1281377.0
51,1,1,1,2,0,32,64429,14048,2,3321,0,1,2,1449079,24,762.92,0,1,0,1449079.0
57,1,0,2,2,0,28,73507,0,2,2656,0,2,3,1084852,36,754.77,0,1,0,1084852.0
61,0,1,0,1,0,35,66904,20480,2,12568,1,1,1,1352470,72,754.02,0,1,0,1352470.0
52,0,1,0,1,1,23,62246,44018,2,14033,1,1,1,1811400,24,757.71,0,1,0,1811400.0
59,1,1,0,1,0,36,67965,53490,0,5236,0,2,0,906345,48,758.74,0,1,1,906345.0
61,1,1,1,1,0,40,42763,0,2,8873,0,2,1,794753,12,771.18,0,1,0,794753.0
60,0,1,2,1,0,39,52829,9387,2,4965,0,0,2,2048256,36,762.03,0,1,0,1670275.0
54,1,0,0,2,0,33,71559,10818,2,16967,1,0,1,78501,12,780.76,0,1,0,78501.0
55,0,0,1,2,1,34,58191,0,2,11369,1,2,2,479883,36,758.92,0,1,0,479883.0
48,1,1,1,2,0,26,73095,43447,1,22361,0,2,3,1349750,60,774.06,0,1,0,1216665.0
61,1,1,2,2,0,31,59327,0,2,11470,1,1,1,643383,36,771.6,0,1,0,643383.0
47,1,1,0,1,0,15,48519,0,2,12735,0,0,1,579846,36,757.28,0,1,0,579846.0
53,1,1,1,2,0,31,62116,0,2,15366,1,0,0,1166559,60,781.19,0,1,0,1166559.0
43,1,0,1,1,0,24,53187,0,2,9642,1,2,1,784153,72,776.1,0,1,0,784153.0
57,1,1,0,0,0,25,49411,16494,1,6816,1,0,1,1776440,36,751.55,0,1,0,1484009.0
56,0,1,0,1,0,32,65962,43913,2,1065,1,2,3,2438480,72,774.74,0,1,0,2231990.0
51,0,1,3,1,1,16,62170,0,2,19820,1,2,4,1451037,24,755.38,0,1,0,1451037.0
63,1,0,1,1,0,42,61713,15735,2,15630,2,2,1,1955953,72,803.96,0,1,0,1034595.0
55,1,0,1,1,0,24,67682,0,2,21832,1,1,2,227191,18,768.67,0,1,0,227191.0
62,1,0,0,1,0,37,51964,0,2,7080,0,1,3,1878560,48,782.36,0,1,0,1478900.0
49,1,1,3,2,1,25,85610,15611,2,9977,0,2,2,2188573,48,772.44,0,1,0,2188573.0
57,1,0,1,1,0,38,46473,0,2,929,0,2,3,897130,24,754.02,0,1,0,897130.0
63,1,1,1,2,0,46,69903,33719,2,9359,1,1,0,2076726,72,780.8,0,1,0,1772757.0
62,1,0,2,1,0,41,73631,0,2,1866,0,2,3,1660222,12,774.4,0,1,0,1660222.0
52,1,1,2,0,0,31,56381,18031,2,14141,1,1,1,1833116,48,763.12,0,1,0,1294567.0
53,0,0,0,0,0,34,54227,41527,2,8947,2,0,3,245256,72,760.42,0,1,0,245256.0
59,1,1,1,2,1,30,66599,0,2,4553,0,2,4,782455,60,761.59,0,1,0,782455.0
56,0,0,0,2,1,34,72800,51646,2,206,1,1,5,708884,12,767.73,0,1,0,708884.0
63,1,1,0,1,1,44,65692,0,2,12201,2,1,1,2159118,60,765.36,0,1,0,1567160.0
59,1,0,1,1,0,23,69686,0,1,666,2,2,1,641227,60,751.76,0,1,0,641227.0
59,1,0,1,1,0,33,53105,0,2,10007,1,1,0,738574,72,755.72,0,1,0,738574.0
56,1,1,1,2,1,19,62480,0,2,3640,0,0,0,107327,36,763.46,0,1,0,107327.0
55,1,0,2,1,0,31,61551,0,2,16900,0,0,2,2262040,48,762.61,0,1,0,1343085.0
63,0,0,3,1,1,40,58698,59027,2,7529,1,1,0,1135869,84,761.53,0,1,0,1135869.0
55,1,1,0,2,0,27,77036,47638,2,22294,1,0,2,2119813,60,753.61,0,1,0,1358620.0
63,1,0,0,1,1,41,53616,28814,2,11525,0,1,1,1315323,84,752.32,0,1,0,908460.0
63,0,1,0,1,0,39,61615,9734,2,11259,0,0,0,2092535,60,767.17,0,1,0,1480985.0
52,0,1,2,1,0,33,73323,0,0,2275,0,1,1,1708321,36,769.29,0,1,1,1708321.0
59,1,1,0,1,0,33,62830,34759,2,290,0,2,3,1629052,60,788.41,0,1,0,1629052.0
52,1,1,2,1,1,28,51190,0,2,4731,1,0,2,899367,84,750.27,0,1,0,899367.0
63,0,1,0,1,0,36,59133,0,2,11401,0,0,1,185230,72,762.14,0,1,0,185230.0
63,1,1,2,0,0,30,51134,0,2,3842,2,0,3,997980,72,771.15,0,1,0,997980.0
60,1,0,3,2,0,37,69976,59616,0,4938,0,1,1,1288550,72,756.24,0,1,1,1288550.0
57,1,1,0,1,0,38,63666,26241,2,10147,0,1,2,964517,84,770.75,0,1,0,964517.0
44,1,0,0,1,0,25,59475,0,2,12750,1,0,4,1450205,72,764.97,0,1,0,1163625.0
41,1,1,1,1,0,14,42645,0,2,7988,2,0,1,1505800,12,755.2,0,1,0,1396719.0
